LAMMPS data file via write_data, version 2 Aug 2023, timestep = 30000, units = lj

100 atoms
4 atom types

-5.5028988590077015 5.5028988590077015 xlo xhi
-5.5028988590077015 5.5028988590077015 ylo yhi
-0.1 0.1 zlo zhi

Atoms # sphere

35 2 1.4 0.3644314868804665 -5.137837849473919 -4.562105076579297 0 1 0 0
90 4 1 1 -4.280568999424097 -4.9985923418397995 0 0 0 0
47 2 1.4 0.3644314868804665 -3.2514739536502626 -4.643560018132305 0 0 0 0
88 4 1 1 -2.1707823856135446 -4.487524332882924 0 0 0 0
59 3 1.2 0.5787037037037038 -1.324216404192203 -4.784390639215724 0 0 0 0
93 4 1 1 -0.3570758774426839 -5.016414280671316 0 0 1 0
99 4 1 1 0.4151734829470062 -4.575370243265752 0 0 1 0
80 4 1 1 1.023793624915152 -5.192591492563767 0 0 0 0
28 2 1.4 0.3644314868804665 2.069888745130174 -5.488581933078973 0 0 0 0
98 4 1 1 2.639712572603792 -4.447851674835966 0 0 0 0
70 3 1.2 0.5787037037037038 3.096671576404911 -5.256183088201864 0 0 0 0
94 4 1 1 4.106433172512806 -5.15885160734691 0 0 1 0
66 3 1.2 0.5787037037037038 5.035491367235809 -5.145446508932452 0 -1 1 0
81 4 1 1 -5.245035070930404 -3.439502984182443 0 0 0 0
43 2 1.4 0.3644314868804665 -4.31184034353306 -3.8652044475384066 0 0 0 0
87 4 1 1 -3.405107235932761 -3.5763153149771822 0 0 0 0
95 4 1 1 -2.5686176173172433 -3.7684855538697386 0 0 0 0
27 2 1.4 0.3644314868804665 -1.5766752431590527 -3.5526201490939515 0 0 0 0
53 3 1.2 0.5787037037037038 -0.5032560752878021 -4.053815142492916 0 0 0 0
26 2 1.4 0.3644314868804665 0.4488917894341524 -3.42289211569162 0 0 0 0
14 1 1.6 0.2441406249999999 1.570165886362485 -4.189813424276753 0 0 0 0
72 3 1.2 0.5787037037037038 2.723613753920346 -3.4844060005051225 0 0 0 0
54 3 1.2 0.5787037037037038 3.542884632530831 -4.248944685888023 0 0 0 0
22 1 1.6 0.2441406249999999 4.726602251653932 -4.003683737005816 0 0 1 0
83 4 1 1 -5.005994817590835 -2.5570129084679074 0 0 0 0
67 3 1.2 0.5787037037037038 -3.9726085615253437 -2.802705517526541 0 1 0 0
36 2 1.4 0.3644314868804665 -2.674809151551628 -2.728771963234392 0 0 0 0
12 1 1.6 0.2441406249999999 -1.5291104798160267 -2.2977553937864332 0 0 0 0
68 3 1.2 0.5787037037037038 -0.5563064312567763 -2.966099183449619 0 0 0 0
76 4 1 1 0.34130526541754413 -2.36965638681301 0 0 0 0
3 1 1.6 0.2441406249999999 1.6259571290362906 -2.7797677696665737 0 0 0 0
50 2 1.4 0.3644314868804665 2.905529883928474 -2.3456886454762 0 0 0 0
30 2 1.4 0.3644314868804665 3.863000526014601 -3.1477007524037823 0 0 0 0
64 3 1.2 0.5787037037037038 4.97192449187085 -2.739614731315746 0 -1 0 0
55 3 1.2 0.5787037037037038 -4.357830285203609 -1.809678887771847 0 1 0 0
84 4 1 1 -3.4367371445727994 -1.998693416910874 0 0 0 0
10 1 1.6 0.2441406249999999 -2.4018365628751353 -1.2463320334508712 0 0 0 0
100 4 1 1 -0.5060989601846861 -1.9477750749927454 0 0 0 0
46 2 1.4 0.3644314868804665 -1.0647629903719986 -1.0514145732880413 0 0 0 0
33 2 1.4 0.3644314868804665 0.13332993866108733 -1.1733305264037188 0 0 0 0
61 3 1.2 0.5787037037037038 1.082564749400131 -1.7215782592806161 0 0 0 0
65 3 1.2 0.5787037037037038 2.1087968744156163 -1.6202655902161496 0 0 0 0
75 3 1.2 0.5787037037037038 4.231525916401114 -2.127130063862118 0 0 0 0
63 3 1.2 0.5787037037037038 3.352428335672127 -1.434312764838496 0 0 0 0
42 2 1.4 0.3644314868804665 5.366363153723531 -1.6453102839461393 0 0 0 0
48 2 1.4 0.3644314868804665 -4.783807656992735 -0.7037208236929491 0 0 0 0
62 3 1.2 0.5787037037037038 -3.641329620080358 -0.9709578352991812 0 0 0 0
79 4 1 1 -3.9765351185626585 -0.04881377509791651 0 0 0 0
40 2 1.4 0.3644314868804665 -1.705687893480611 -0.13041509308979649 0 0 0 0
7 1 1.6 0.2441406249999999 -0.16918362205358317 0.06762539196050188 0 0 0 0
21 1 1.6 0.2441406249999999 1.3161705400865964 -0.4967931331551201 0 0 0 0
37 2 1.4 0.3644314868804665 2.6439664329670647 -0.6259844121389211 0 -1 0 0
74 3 1.2 0.5787037037037038 3.7504823835349237 -0.46257241313730013 0 0 0 0
78 4 1 1 4.372766027029869 -1.152846571579885 0 0 0 0
4 1 1.6 0.2441406249999999 5.029233851401329 -0.21522467059809092 0 0 0 0
38 2 1.4 0.3644314868804665 -4.804488393553177 0.5703754501849323 0 0 0 0
89 4 1 1 -3.7445463103051795 0.78595679898035 0 1 0 0
29 2 1.4 0.3644314868804665 -2.9164161905679116 0.09621644018632747 0 0 0 0
77 4 1 1 -2.1689760571453323 0.8590621064437256 0 0 0 0
60 3 1.2 0.5787037037037038 -1.1106070611617653 0.7734067808354359 0 0 0 0
1 1 1.6 0.2441406249999999 1.0105029871367925 0.8505993439918615 0 0 0 0
9 1 1.6 0.2441406249999999 2.429538563077907 0.5739743792749987 0 0 0 0
13 1 1.6 0.2441406249999999 3.843853395984355 0.6883213001485178 0 0 0 0
15 1 1.6 0.2441406249999999 -4.3888894257329465 1.8207425110613409 0 0 0 0
25 1 1.6 0.2441406249999999 -2.9567724751010047 1.6823764671810935 0 0 0 0
41 2 1.4 0.3644314868804665 -1.6356246218495594 1.7915452438839354 0 0 0 0
18 1 1.6 0.2441406249999999 -0.23830714760441474 1.6001417675665284 0 0 0 0
86 4 1 1 0.840638046063523 2.0003494213561197 0 0 0 0
8 1 1.6 0.2441406249999999 1.973264696625229 1.9324484379404216 0 0 0 0
57 3 1.2 0.5787037037037038 3.130539912093357 1.642812015629639 0 0 0 0
91 4 1 1 4.052200749773076 1.7507807753251852 0 0 0 0
5 1 1.6 0.2441406249999999 5.156246489014783 1.3411932470291221 0 0 0 0
82 4 1 1 -5.348612925484875 2.4289609300992314 0 1 0 0
69 3 1.2 0.5787037037037038 -4.623133667736995 3.063777019717425 0 0 0 0
39 2 1.4 0.3644314868804665 -3.524367709057378 2.956419426444472 0 0 0 0
16 1 1.6 0.2441406249999999 -2.2057540599539056 3.034473685611686 0 0 0 0
51 3 1.2 0.5787037037037038 -0.9587769911725168 2.638597670820105 0 0 0 0
20 1 1.6 0.2441406249999999 0.19364142971382492 2.935567309667351 0 0 0 0
96 4 1 1 1.267761085023995 2.8689067969685444 0 0 0 0
85 4 1 1 2.1790406260200044 3.081473018971862 0 0 0 0
23 1 1.6 0.2441406249999999 3.1964505553425573 2.832507078693607 0 0 0 0
17 1 1.6 0.2441406249999999 4.602411324868776 2.686911828218176 0 0 0 0
11 1 1.6 0.2441406249999999 5.431429117471004 3.7419131339693807 0 -1 0 0
58 3 1.2 0.5787037037037038 -4.2096466431252 4.0488021192604835 0 0 0 0
32 2 1.4 0.3644314868804665 -3.0383102977140455 4.132105579785761 0 0 0 0
71 3 1.2 0.5787037037037038 -1.9154893423609538 4.202823256761561 0 0 0 0
44 2 1.4 0.3644314868804665 -0.9525390256696209 3.6921274912276525 0 0 0 0
73 3 1.2 0.5787037037037038 0.10168767831240277 4.185367150268383 0 0 0 0
97 4 1 1 0.916927205587271 3.684120341174391 0 0 -1 0
92 4 1 1 1.690557426169213 3.708188260143209 0 0 0 0
6 1 1.6 0.2441406249999999 2.6558539884309296 4.265175911361131 0 0 0 0
45 2 1.4 0.3644314868804665 3.969693738290853 3.835077315279478 0 0 0 0
19 1 1.6 0.2441406249999999 -4.977978642170667 5.049684866725888 0 0 0 0
49 2 1.4 0.3644314868804665 -3.6571928866415853 5.1351753172344745 0 0 0 0
24 1 1.6 0.2441406249999999 -2.3887576379173074 5.389559754725943 0 0 0 0
2 1 1.6 0.2441406249999999 -0.9508753911065924 5.003854863969251 0 0 -1 0
52 3 1.2 0.5787037037037038 0.2529851049044609 5.240805083510362 0 0 0 0
34 2 1.4 0.3644314868804665 1.2499457583363203 4.690515328299022 0 0 0 0
56 3 1.2 0.5787037037037038 3.617402756114523 4.9435629004018695 0 0 -1 0
31 2 1.4 0.3644314868804665 4.71098019946442 4.874980278032406 0 0 -1 0

Velocities

35 0.047385562783816164 -0.06929103767425833 0 0 0 0
90 0.07232538367332812 -0.0454803506932967 0 0 0 0
47 -0.0164483835610446 0.11097609025453875 0 0 0 0
88 -0.007912753294480311 0.03071191756378533 0 0 0 0
59 -0.030648661604395066 -0.010247316174450941 0 0 0 0
93 -0.005239555195476967 -0.019521942388723817 0 0 0 0
99 0.060723245034226964 0.01946545402292391 0 0 0 0
80 0.003398235678939589 0.03970170956670151 0 0 0 0
28 -0.0186220596327405 -0.04160339246450084 0 0 0 0
98 0.011775033338099877 -0.0873566196469555 0 0 0 0
70 0.08047538066314963 -0.0026994887009048926 0 0 0 0
94 -0.0530977049970519 -0.11829331339398608 0 0 0 0
