LAMMPS data file via write_data, version 2 Aug 2023, timestep = 30000, units = lj

100 atoms
4 atom types

-5.477606494807396 5.477606494807396 xlo xhi
-5.477606494807396 5.477606494807396 ylo yhi
-0.1 0.1 zlo zhi

Atoms # sphere

62 3 1.2 0.5787037037037038 -5.002271589590711 -5.0675809865276955 0 1 1 0
29 2 1.4 0.3644314868804665 -3.8982548372036563 -4.500339404366086 0 1 0 0
48 2 1.4 0.3644314868804665 -2.9523456939275006 -5.193503239628509 0 0 0 0
8 1 1.6 0.2441406249999999 -1.8032251589398713 -4.539525663589037 0 0 0 0
6 1 1.6 0.2441406249999999 0.34186808590418494 -4.604626435053823 0 0 0 0
91 4 1 1 1.251277840461059 -5.075523601127406 0 0 0 0
68 3 1.2 0.5787037037037038 2.0739310404154825 -4.52857975808806 0 0 0 0
79 4 1 1 2.837612132450494 -5.0932670631719414 0 0 0 0
84 4 1 1 3.71848606477669 -4.866686686660531 0 0 1 0
45 2 1.4 0.3644314868804665 4.742786507035185 -5.291370078957155 0 -1 0 0
82 4 1 1 5.216129687290008 -4.3907481654787865 0 -1 0 0
74 3 1.2 0.5787037037037038 -4.854327112004856 -4.004616086903661 0 0 0 0
98 4 1 1 -4.010177140802478 -3.448034115477487 0 0 0 0
10 1 1.6 0.2441406249999999 -2.859590538744954 -3.561090447990643 0 0 0 0
25 1 1.6 0.2441406249999999 -1.4999456364523045 -3.158613963396898 0 0 0 0
69 3 1.2 0.5787037037037038 -0.6900671512432996 -4.141150330665007 0 0 1 0
38 2 1.4 0.3644314868804665 -0.051424912545103396 -3.293147138639794 0 0 0 0
67 3 1.2 0.5787037037037038 1.2351801830429654 -3.9380363452469056 0 0 0 0
54 3 1.2 0.5787037037037038 3.05499676116074 -4.083461619667979 0 0 0 0
9 1 1.6 0.2441406249999999 4.238699051887132 -3.947290997182376 0 -1 0 0
86 4 1 1 5.266835415928315 -3.563100677140554 0 -1 1 0
31 2 1.4 0.3644314868804665 -4.919778584309212 -2.8509840363800483 0 0 0 0
49 2 1.4 0.3644314868804665 -3.699529895232556 -2.4988499351188356 0 1 0 0
56 3 1.2 0.5787037037037038 -2.5697871621827915 -2.4214257893459172 0 0 0 0
96 4 1 1 -0.6276326574982125 -2.4002337118306727 0 0 1 0
76 4 1 1 0.973525143389292 -2.9893694402139577 0 0 0 0
21 1 1.6 0.2441406249999999 2.201405536771569 -3.2001323923390284 0 0 0 0
52 3 1.2 0.5787037037037038 3.503340483825446 -2.9631279276507305 0 0 0 0
32 2 1.4 0.3644314868804665 4.720004645452922 -2.7253090030355978 0 0 0 0
88 4 1 1 -4.452997845709264 -1.9147713298003155 0 1 0 0
50 2 1.4 0.3644314868804665 5.451901299716902 -1.667421062295023 0 0 0 0
97 4 1 1 -3.6115572046308544 -1.5373524361452864 0 0 0 0
47 2 1.4 0.3644314868804665 -2.598599058718254 -1.2894838314287327 0 0 0 0
61 3 1.2 0.5787037037037038 -1.6033584732953754 -1.8727574671568634 0 0 0 0
40 2 1.4 0.3644314868804665 -0.5422692989379589 -1.4086824646276437 0 0 0 0
63 3 1.2 0.5787037037037038 0.3340609679410198 -2.2030255875531854 0 0 1 0
59 3 1.2 0.5787037037037038 0.5279077257093086 -1.0584226456259866 0 0 0 0
3 1 1.6 0.2441406249999999 1.4491711416005124 -1.9409788649920143 0 0 0 0
35 2 1.4 0.3644314868804665 2.8163186097066193 -2.019829245648959 0 0 0 0
23 1 1.6 0.2441406249999999 4.026938020243606 -1.7280800767215037 0 0 0 0
51 3 1.2 0.5787037037037038 -4.438240886716415 -1.0105252725802725 0 0 0 0
26 2 1.4 0.3644314868804665 -5.333660277509246 -0.36823230613169233 0 0 0 0
94 4 1 1 -3.4785411325944957 -0.6472704099298747 0 0 0 0
13 1 1.6 0.2441406249999999 -1.5279760336895327 -0.5917136183922702 0 0 0 0
36 2 1.4 0.3644314868804665 -0.31216232979045344 -0.16523276559928668 0 0 0 0
92 4 1 1 1.487277100356855 -0.8181228043433864 0 0 0 0
78 4 1 1 2.269317743214697 -1.111116842832116 0 0 0 0
85 4 1 1 3.0680131081264976 -0.9131774880098185 0 0 0 0
53 3 1.2 0.5787037037037038 2.200675741744635 -0.03413493003788304 0 0 0 0
83 4 1 1 3.8628361058553624 -0.6734206091317745 0 0 0 0
99 4 1 1 4.730739703096355 -0.8945850800817823 0 0 0 0
19 1 1.6 0.2441406249999999 -4.227194350138451 0.17563100983183588 0 0 0 0
87 4 1 1 -3.5170233233677197 1.0415529963074395 0 0 0 0
4 1 1.6 0.2441406249999999 -2.6751774399242403 0.19914076219760712 0 0 0 0
7 1 1.6 0.2441406249999999 -1.2688967208601847 0.8806288922262127 0 0 0 0
64 3 1.2 0.5787037037037038 -0.07757054370383454 0.93412333160716 0 0 0 0
